discussion_tier,priority_score,cnae_class,cnae_name,trade_value_usd,import_value_usd,export_value_usd,trade_balance_usd,domestic_production_value_brl_thousand,external_dependency_ratio,transition_relevance,rationale
3 - monitorar,0.11728141756905505,2431,Produção de tubos de aço com costura,233194111.19389245,179964903.94867858,53229207.245213866,-126735696.70346472,16973750.0,0.0549565354594978,True,relevante para transi??o energ?tica
3 - monitorar,0.1168849080823903,3103,"Fabricação de móveis de outros materiais, exceto madeira e metal",54718396.03450666,39078034.207063325,15640361.827443335,-23437672.37961999,2570969.0,0.0781173197749512,True,relevante para transi??o energ?tica
3 - monitorar,0.11678479443403009,0899,Extração de minerais não-metálicos não especificados anteriormente,176238775.05107576,37395916.0049537,138842859.04612204,101446943.04116836,3518860.0,0.0678496354549165,True,relevante para transi??o energ?tica
3 - monitorar,0.11509345129899073,2071,"Fabricação de tintas, vernizes, esmaltes e lacas",307223604.0,160552960.0,146670644.0,-13882316.0,39792133.0,0.0217148122162702,True,relevante para transi??o energ?tica
3 - monitorar,0.11455054579772182,2411,Produção de ferro-gusa,803987898.5683593,99256.0,803888642.5683593,803789386.5683593,17056679.0,4.20659707649891e-05,True,relevante para transi??o energ?tica
3 - monitorar,0.11289694278537707,2341,Fabricação de produtos cerâmicos refratários,109698779.25582178,65914993.11694296,43783786.13887882,-22131206.978064142,6898338.0,0.0506456853250503,True,relevante para transi??o energ?tica
3 - monitorar,0.11283991774529475,2312,Fabricação de embalagens de vidro,84628135.0,70787386.0,13840749.0,-56946637.0,7018226.0,0.0521053874155063,True,relevante para transi??o energ?tica
3 - monitorar,0.11204529455982218,1521,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",273265545.3849304,264941820.5494156,8323724.835514759,-256618095.7139008,1277848.0,0.536746474298866,False,depend?ncia externa alta
3 - monitorar,0.11186884079739437,2311,Fabricação de vidro plano e de segurança,148891061.0,95701763.0,53189298.0,-42512465.0,13572633.0,0.0373881059504646,True,relevante para transi??o energ?tica
3 - monitorar,0.11184950028572824,2511,Fabricação de estruturas metálicas,188532388.34607852,122935725.76747176,65596662.57860675,-57339063.18886501,28067811.0,0.0233594731877102,True,relevante para transi??o energ?tica
3 - monitorar,0.11156442629755865,2391,Aparelhamento e outros trabalhos em pedras,523215339.0,10120062.0,513095277.0,502975215.0,6698374.0,0.0136886870697645,True,relevante para transi??o energ?tica
3 - monitorar,0.11066013709690148,0892,Extração e refino de sal marinho e sal-gema,28953221.0,18979107.0,9974114.0,-9004993.0,2019329.0,0.0494880976529027,True,relevante para transi??o energ?tica
3 - monitorar,0.11038956741508787,0810,"Extração de pedra, areia e argila",282909089.33047324,46480466.771325774,236428622.55914745,189948155.78782165,28932351.0,0.0089802958249076,True,relevante para transi??o energ?tica
3 - monitorar,0.1099500785450215,2531,Produção de forjados de aço e de metais não-ferrosos e suas ligas,20072593.740224402,14569079.534331398,5503514.205893005,-9065565.328438394,1625069.0,0.0469289276006697,True,relevante para transi??o energ?tica
3 - monitorar,0.10903215247277945,1932,"Fabricação de biocombustíveis, exceto álcool",133094519.27030694,40126430.71405732,92968088.55624963,52841657.84219232,39630155.0,0.0054990743678436,True,relevante para transi??o energ?tica
3 - monitorar,0.10794932466392253,2451,Fundição de ferro e aço,53030471.0,43060910.0,9969561.0,-33091349.0,7615192.0,0.0297916864591976,True,relevante para transi??o energ?tica
3 - monitorar,0.1075023080483947,3099,Fabricação de equipamentos de transporte não especificados anteriormente,20759995.475385796,14856784.822331034,5903210.653054762,-8953574.169276271,2298389.0,0.0341369388071788,True,relevante para transi??o energ?tica
3 - monitorar,0.10737307399229751,2832,Fabricação de equipamentos para irrigação agrícola,29846552.85575693,21768044.380295444,8078508.475461485,-13689535.90483396,3619925.0,0.0317763754664389,True,relevante para transi??o energ?tica
3 - monitorar,0.10722326199883776,2330,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",48315030.626487374,39420247.81543293,8894782.81105445,-30525465.00437848,35320899.0,0.005989901511822,True,relevante para transi??o energ?tica
3 - monitorar,0.10693524352362171,2320,Fabricação de cimento,50002870.0,46448333.0,3554537.0,-42893796.0,30064524.0,0.0082668253781349,True,relevante para transi??o energ?tica
3 - monitorar,0.10665726538911595,2342,Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção,201986382.0,10582148.0,191404234.0,180822086.0,20472570.0,0.0029264722936187,True,relevante para transi??o energ?tica
3 - monitorar,0.10524858341435075,2014,Fabricação de gases industriais,38803589.58943387,28751406.45477882,10052183.13465505,-18699223.32012377,9586904.0,0.0160025140506713,True,relevante para transi??o energ?tica
3 - monitorar,0.10433090563419477,2512,Fabricação de esquadrias de metal,19678017.494171612,15445208.320990097,4232809.173181513,-11212399.147808583,5042386.0,0.0163204714079699,True,relevante para transi??o energ?tica
3 - monitorar,0.10312337978733073,2452,Fundição de metais não-ferrosos e suas ligas,11861729.937086727,5127784.676019712,6733945.261067015,1606160.5850473028,2116048.0,0.0131200817492407,True,relevante para transi??o energ?tica
3 - monitorar,0.10296828576137516,2392,Fabricação de cal e gesso,14836631.74417822,10435923.88305704,4400707.8611211805,-6035216.021935859,6169443.0,0.0090730094834804,True,relevante para transi??o energ?tica
3 - monitorar,0.10244963476830049,3314,Manutenção e reparação de máquinas e equipamentos da indústria mecânica,0.0,0.0,0.0,0.0,16510829.0,0.0,True,relevante para transi??o energ?tica
3 - monitorar,0.10235846988772782,0721,Extração de minério de alumínio,79603397.0,1777071.0,77826326.0,76049255.0,5117736.0,0.0020353976828792,True,relevante para transi??o energ?tica
3 - monitorar,0.10189967590411995,3313,Manutenção e reparação de máquinas e equipamentos elétricos,0.0,0.0,0.0,0.0,12804041.0,0.0,True,relevante para transi??o energ?tica
3 - monitorar,0.10158557111463913,0723,Extração de minério de manganês,40612203.0,470813.0,40141390.0,39670577.0,805237.0,0.0042930681794518,True,relevante para transi??o energ?tica
3 - monitorar,0.10086436217238824,0893,Extração de gemas (pedras preciosas e semipreciosas),56312415.0,2709633.0,53602782.0,50893149.0,126277.0,,True,relevante para transi??o energ?tica
3 - monitorar,0.10056652504138211,3317,Manutenção e reparação de embarcações,0.0,0.0,0.0,0.0,3818446.0,0.0,True,relevante para transi??o energ?tica
3 - monitorar,0.10036184170113313,3321,Instalação de máquinas e equipamentos industriais,0.0,0.0,0.0,0.0,2438856.0,0.0,True,relevante para transi??o energ?tica
3 - monitorar,0.10005472292386441,3315,Manutenção e reparação de veículos ferroviários,0.0,0.0,0.0,0.0,368839.0,0.0,True,relevante para transi??o energ?tica
3 - monitorar,0.1000540620112157,3250,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,1852464972.78499,1546261430.8486283,306203541.93636185,-1240057888.9122667,18121507.0,0.3360808451016085,False,depend?ncia externa alta
3 - monitorar,0.10002215539631296,2950,Recondicionamento e recuperação de motores para veículos automotores,0.0,0.0,0.0,0.0,149330.0,0.0,True,relevante para transi??o energ?tica
3 - monitorar,0.09775166872710243,2040,Fabricação de fibras artificiais e sintéticas,662060492.3245488,609415302.217311,52645190.10723776,-556770112.1100732,4621974.0,0.4309993981096579,False,depend?ncia externa alta
3 - monitorar,0.09549832599475078,2122,Fabricação de medicamentos para uso veterinário,921794051.3146572,853045972.5418942,68748078.77276295,-784297893.7691312,7376375.0,0.3963386466254016,False,depend?ncia externa alta
3 - monitorar,0.0935282093909356,1539,Fabricação de calçados de materiais não especificados anteriormente,154616089.7109352,131081945.37380834,23534144.337126862,-107547801.03668147,975827.0,0.4543189070461973,False,depend?ncia externa alta
3 - monitorar,0.08690711577240308,2052,Fabricação de desinfestantes domissanitários,376304420.1501006,350811604.52090466,25492815.629195917,-325318788.89170873,2958039.0,0.4014253620846447,False,depend?ncia externa alta
3 - monitorar,0.08144480706245581,2543,Fabricação de ferramentas,825069652.2055297,621849241.7145293,203220410.49100047,-418628831.2235288,7755821.0,0.3348642925933338,False,depend?ncia externa alta
3 - monitorar,0.07857091511235778,1313,Fiação de fibras artificiais e sintéticas,170848827.67545122,167158622.78268898,3690204.89276224,-163468417.88992673,1505308.0,0.3776384805421885,False,depend?ncia externa alta
3 - monitorar,0.07817052586181597,2854,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores",2466728397.946668,894781387.4197899,1571947010.5268784,677165623.1070884,30995895.0,0.1764397467960146,False,baixo peso relativo na triagem inicial
3 - monitorar,0.07640640485841096,2051,Fabricação de defensivos agrícolas,1906697843.7957268,1727744300.1763108,178953543.61941606,-1548790756.5568948,38968438.0,0.1968747880980278,False,baixo peso relativo na triagem inicial
3 - monitorar,0.07639145797602755,2652,Fabricação de cronômetros e relógios,141489450.0,140408724.0,1080726.0,-139327998.0,1298790.0,0.3693014958434398,False,depend?ncia externa alta
3 - monitorar,0.07316424713833929,3230,Fabricação de artefatos para pesca e esporte,235737296.0,227230683.0,8506613.0,-218724070.0,2375827.0,0.3446317193583305,False,depend?ncia externa alta
3 - monitorar,0.07267213134756624,2099,Fabricação de produtos químicos não especificados anteriormente,1338278015.077658,838876562.0364233,499401453.0412347,-339475108.99518865,16684219.0,0.2443054515001599,False,baixo peso relativo na triagem inicial
3 - monitorar,0.07217813198060198,2033,Fabricação de elastômeros,378965435.0,307289942.0,71675493.0,-235614449.0,3791753.0,0.3273113659424842,False,depend?ncia externa alta
3 - monitorar,0.06209193421791663,3292,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,244735232.01017615,235541749.45420328,9193482.555972882,-226348266.8982304,3190520.0,0.2879271729684819,False,baixo peso relativo na triagem inicial
3 - monitorar,0.06157637690647359,2019,Fabricação de produtos químicos inorgânicos não especificados anteriormente,1568424187.5014858,992219587.227934,576204600.273552,-416014986.95438194,31283049.0,0.1595785546489216,False,baixo peso relativo na triagem inicial
3 - monitorar,0.05802015907240013,1112,Fabricação de vinho,286880767.0,274915511.0,11965256.0,-262950255.0,4211026.0,0.2633480607713378,False,baixo peso relativo na triagem inicial
3 - monitorar,0.05605427864325797,2123,Fabricação de preparações farmacêuticas,131055163.99166481,102792150.9627448,28263013.02892001,-74529137.93382479,1662980.0,0.2684257880307373,False,baixo peso relativo na triagem inicial
3 - monitorar,0.05455164127549924,1323,Tecelagem de fios de fibras artificiais e sintéticas,523158005.48431736,498783270.7320734,24374734.75224395,-474408535.9798295,9522615.0,0.2226246988537455,False,baixo peso relativo na triagem inicial
3 - monitorar,0.053490438639726114,3240,Fabricação de brinquedos e jogos recreativos,179616005.0,173134643.0,6481362.0,-166653281.0,2827345.0,0.2505526725112899,False,baixo peso relativo na triagem inicial
3 - monitorar,0.053284964030932566,1020,Preservação do pescado e fabricação de produtos do pescado,591975216.7037997,429533163.1498884,162442053.5539113,-267091109.5959771,9498931.0,0.2117223255926324,False,baixo peso relativo na triagem inicial
3 - monitorar,0.05228448064764683,1412,"Confecção de peças do vestuário, exceto roupas íntimas",1209641139.3910475,1139074475.4429772,70566663.94807033,-1068507811.4949068,40907891.0,0.1316048774072567,False,baixo peso relativo na triagem inicial
3 - monitorar,0.05208155103730448,2093,Fabricação de aditivos de uso industrial,1401034262.4560885,756876087.7659277,644158174.6901608,-112717913.07576692,31743451.0,0.1261494000055533,False,baixo peso relativo na triagem inicial
3 - monitorar,0.05203649678810824,1529,Fabricação de artefatos de couro não especificados anteriormente,26266498.615069695,22384562.450584453,3881936.164485241,-18502626.28609921,368476.0,0.257767994098333,False,baixo peso relativo na triagem inicial
3 - monitorar,0.05175466147346604,2094,Fabricação de catalisadores,250882078.9047109,191684041.9047109,59198037.0,-132486004.90471086,3669275.0,0.2357773516811631,False,baixo peso relativo na triagem inicial
3 - monitorar,0.04930195397282521,2542,"Fabricação de artigos de serralheria, exceto esquadrias",340289509.0,302775887.0,37513622.0,-265262265.0,6195975.0,0.2140721091936633,False,baixo peso relativo na triagem inicial
3 - monitorar,0.04885329102339266,2759,Fabricação de aparelhos eletrodomésticos não especificados anteriormente,523358204.57763463,469385321.7847507,53972882.792883925,-415412438.9918668,10848677.0,0.193369464949283,False,baixo peso relativo na triagem inicial
3 - monitorar,0.04778335424529293,2632,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,1042761404.5699576,1020633543.9500456,22127860.619911987,-998505683.3301336,39031519.0,0.1239043841006012,False,baixo peso relativo na triagem inicial
3 - monitorar,0.04687444656019783,1414,"Fabricação de acessórios do vestuário, exceto para segurança e proteção",71195514.11053668,55088163.60835284,16107350.502183843,-38980813.10616899,1093738.0,0.227801964782355,False,baixo peso relativo na triagem inicial
3 - monitorar,0.044947607874631146,3299,Fabricação de produtos diversos não especificados anteriormente,441792447.6050034,313448081.20177233,128344366.40323108,-185103714.79854125,8231327.0,0.1831229967028797,False,baixo peso relativo na triagem inicial
3 - monitorar,0.04366175659603979,1311,Preparação e fiação de fibras de algodão,2838028455.0,35163172.0,2802865283.0,2767702111.0,8129573.0,,False,baixo peso relativo na triagem inicial
3 - monitorar,0.04292568077797058,2229,Fabricação de artefatos de material plástico não especificados anteriormente,1026620650.024548,826697244.1172187,199923405.9073293,-626773838.2098894,40693528.0,0.1011402535358623,False,baixo peso relativo na triagem inicial
3 - monitorar,0.03973303613798949,1031,Fabricação de conservas de frutas,1017837210.26605,321344999.99739754,696492210.2686524,375147210.2712549,18293334.0,0.1064929618144278,False,baixo peso relativo na triagem inicial
3 - monitorar,0.03833754915061044,1721,Fabricação de papel,1373591497.96824,408581896.347334,965009601.620906,556427705.273572,45045566.0,0.0523977752450782,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0382901275219376,1352,Fabricação de artefatos de tapeçaria,66594564.0,57074673.0,9519891.0,-47554782.0,1407304.0,0.1849755506404495,False,baixo peso relativo na triagem inicial
3 - monitorar,0.038220433930959676,2833,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação",1175932929.144243,497525410.6197045,678407518.5245385,180882107.904834,39181382.0,0.0702156877538263,False,baixo peso relativo na triagem inicial
3 - monitorar,0.038126682340749826,1354,"Fabricação de tecidos especiais, inclusive artefatos",457867763.4082995,362521961.392186,95345802.01611352,-267176159.37607247,12080367.0,0.1445696595282864,False,baixo peso relativo na triagem inicial
3 - monitorar,0.038115380869196275,1032,Fabricação de conservas de legumes e outros vegetais,447474145.95717067,401597242.55426943,45876903.40290123,-355720339.1513682,13096298.0,0.1442232984068958,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0373597832689718,2423,Produção de laminados longos de aço,1028676514.7104417,649341155.3893739,379335359.3210678,-270005796.0683061,50659172.0,0.0671832428906003,False,baixo peso relativo na triagem inicial
3 - monitorar,0.03712744811990997,1111,Fabricação de aguardentes e outras bebidas destiladas,205391564.7244283,190481183.3721988,14910381.352229506,-175570802.01996928,5283643.0,0.1648514039928627,False,baixo peso relativo na triagem inicial
3 - monitorar,0.03383275905108044,1421,Fabricação de meias,62035810.0,57120757.0,4915053.0,-52205704.0,1609457.0,0.1628789096596334,False,baixo peso relativo na triagem inicial
3 - monitorar,0.03284613389466777,2072,Fabricação de tintas de impressão,94359719.0,82581784.0,11777935.0,-70803849.0,2497161.0,0.1546690254190554,False,baixo peso relativo na triagem inicial
3 - monitorar,0.03106517065778491,1052,Fabricação de laticínios,649139866.0,605412125.0,43727741.0,-561684384.0,90377420.0,0.0349484056132503,False,baixo peso relativo na triagem inicial
3 - monitorar,0.03057048048601477,2349,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,169833771.0,137058193.0,32775578.0,-104282615.0,4894186.0,0.1354389704411579,False,baixo peso relativo na triagem inicial
3 - monitorar,0.03003406339498771,1330,Fabricação de tecidos de malha,299974865.0,268445954.0,31528911.0,-236917043.0,11050004.0,0.1174178908148579,False,baixo peso relativo na triagem inicial
3 - monitorar,0.02999054349801295,1066,Fabricação de alimentos para animais,487728628.79585516,220245569.6999457,267483059.09590945,47237489.39596373,139124797.0,0.0085516443548185,False,baixo peso relativo na triagem inicial
3 - monitorar,0.029909570447469575,3291,"Fabricação de escovas, pincéis e vassouras",94086250.0,77494369.0,16591881.0,-60902488.0,2657794.0,0.1399281728095246,False,baixo peso relativo na triagem inicial
3 - monitorar,0.029902963353412346,1042,"Fabricação de óleos vegetais refinados, exceto óleo de milho",560569131.8443005,395227841.85927874,165341289.98502174,-229886551.874257,23174858.0,0.0872875834365036,False,baixo peso relativo na triagem inicial
3 - monitorar,0.02857536437914926,2063,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",803609190.4634192,378979207.2933761,424629983.1700431,45650775.87666696,42682602.0,0.0481534586260508,False,baixo peso relativo na triagem inicial
3 - monitorar,0.027659443865075045,1314,Fabricação de linhas para costurar e bordar,49527320.22922655,18106275.43352393,31421044.79570262,13314769.362178689,801141.0,0.1338584420591108,False,baixo peso relativo na triagem inicial
3 - monitorar,0.027482031936161562,3211,Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria,214032108.0,67724586.0,146307522.0,78582936.0,3511183.0,0.1182757831660466,False,baixo peso relativo na triagem inicial
3 - monitorar,0.026070817460504818,2424,"Produção de relaminados, trefilados e perfilados de aço",617263848.1924441,391215970.9966093,226047877.1958348,-165168093.8007745,68171742.0,0.030544042524903,False,baixo peso relativo na triagem inicial
3 - monitorar,0.026041443550041822,1099,Fabricação de produtos alimentícios não especificados anteriormente,729590537.91214,310714980.89871603,418875557.013424,108160576.11470796,37456959.0,0.0454355714061855,False,baixo peso relativo na triagem inicial
3 - monitorar,0.025561750614851438,1351,Fabricação de artefatos têxteis para uso doméstico,109470078.53184599,100338462.07457247,9131616.45727351,-91206845.61729896,4183296.0,0.115725515030582,False,baixo peso relativo na triagem inicial
3 - monitorar,0.025272148780901577,1033,"Fabricação de sucos de frutas, hortaliças e legumes",1210926721.7410576,44123689.40650397,1166803032.3345537,1122679342.9280496,37835469.0,0.0074858696306092,False,baixo peso relativo na triagem inicial
3 - monitorar,0.024094121723707503,1353,Fabricação de artefatos de cordoaria,50976403.0,26561413.0,24414990.0,-2146423.0,1228001.0,0.1155392906436179,False,baixo peso relativo na triagem inicial
3 - monitorar,0.02399723582932159,1093,"Fabricação de produtos derivados do cacau, de chocolates e confeitos",677465444.0,277808202.0,399657242.0,121849040.0,45372515.0,0.0334994838192832,False,baixo peso relativo na triagem inicial
3 - monitorar,0.023733609439089434,1811,"Impressão de jornais, livros, revistas e outras publicações periódicas",105087852.0,72014105.0,33073747.0,-38940358.0,3394633.0,0.1077237981439475,False,baixo peso relativo na triagem inicial
3 - monitorar,0.023343675267727987,1413,Confecção de roupas profissionais,85589398.15593769,80986555.34771684,4602842.808220848,-76383712.53949599,3671029.0,0.1069538179718036,False,baixo peso relativo na triagem inicial
3 - monitorar,0.022114442460724124,1830,Reprodução de materiais gravados em qualquer suporte,10993959.5,8804040.0,2189919.5,-6614120.5,398322.0,0.1093850617546484,False,baixo peso relativo na triagem inicial
3 - monitorar,0.02200088644325922,1629,"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis",62868494.344711885,39636993.27284868,23231501.071863204,-16405492.200985476,1975996.0,0.1035253059118252,False,baixo peso relativo na triagem inicial
3 - monitorar,0.018756298434795194,1210,Processamento industrial do fumo,952578729.8958321,22025194.53416003,930553535.361672,908528340.827512,16726685.0,0.0100406957631743,False,baixo peso relativo na triagem inicial
3 - monitorar,0.017767792336124102,1043,Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais,174553696.17059344,144822942.3763287,29730753.794264723,-115092188.582064,11144327.0,0.0663743193202645,False,baixo peso relativo na triagem inicial
3 - monitorar,0.017757554915131542,1113,"Fabricação de malte, cervejas e chopes",318062253.2473468,204383195.0,113679058.24734683,-90704136.75265317,61486058.0,0.0177819287848891,False,baixo peso relativo na triagem inicial
3 - monitorar,0.01618598709712172,1359,Fabricação de outros produtos têxteis não especificados anteriormente,91465689.69554034,73937076.50558996,17528613.18995037,-56408463.31563959,5434177.0,0.0694748711153101,False,baixo peso relativo na triagem inicial
3 - monitorar,0.015827806742070898,1722,Fabricação de cartolina e papel-cartão,183395145.03176004,69762047.65266599,113633097.37909403,43871049.72642806,6499590.0,0.0600600158172096,False,baixo peso relativo na triagem inicial
3 - monitorar,0.015790897710177977,1061,Beneficiamento de arroz e fabricação de produtos do arroz,327156294.0813509,176573460.71515304,150582833.36619785,-25990627.348955184,34080874.0,0.0278217025681347,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0156896072240408,1082,Fabricação de produtos à base de café,614096691.9804426,17830210.27363736,596266481.7068052,578436271.4331678,6611310.0,0.027528788144061,False,baixo peso relativo na triagem inicial
3 - monitorar,0.015359589376862468,1411,Confecção de roupas íntimas,111745498.0,93448377.0,18297121.0,-75151256.0,7725448.0,0.0619721951299063,False,baixo peso relativo na triagem inicial
3 - monitorar,0.014512458701124874,1122,Fabricação de refrigerantes e de outras bebidas não-alcoólicas,211579653.37382627,108572082.7789144,103007570.59491187,-5564512.184002519,62774300.0,0.0093213740266649,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0137925924875654,1610,Desdobramento de madeira,734254195.2353414,7712252.749936409,726541942.485405,718829689.7354685,12251657.0,0.0049648998555746,False,baixo peso relativo na triagem inicial
3 - monitorar,0.01358686265009857,1621,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",592544114.0,19569388.0,572974726.0,553405338.0,25335754.0,0.0047208068612828,False,baixo peso relativo na triagem inicial
3 - monitorar,0.013111447568074502,1531,Fabricação de calçados de couro,222350149.05479035,74117027.19120088,148233121.86358947,74116094.67238858,10196977.0,0.0407906760174062,False,baixo peso relativo na triagem inicial
3 - monitorar,0.012836223978375885,1312,"Preparação e fiação de fibras têxteis naturais, exceto algodão",28603948.861183867,8583088.964154756,20020859.89702911,11437770.932874354,815782.0,0.0613706124293693,False,baixo peso relativo na triagem inicial
3 - monitorar,0.011787671453215626,1510,Curtimento e outras preparações de couro,524169043.0,18547892.0,505621151.0,487073259.0,11845737.0,0.0108477995193353,False,baixo peso relativo na triagem inicial
3 - monitorar,0.01171004319454294,2223,Fabricação de tubos e acessórios de material plástico para uso na construção,106179507.21946435,87250956.51532716,18928550.704137195,-68322405.81118996,10871548.0,0.0418559535752496,False,baixo peso relativo na triagem inicial
3 - monitorar,0.011636607332329393,1533,Fabricação de calçados de material sintético,289981055.698414,76174318.04093625,213806737.65747777,137632419.6165415,20781838.0,0.0204959502902854,False,baixo peso relativo na triagem inicial
3 - monitorar,0.011375804030177074,2092,Fabricação de explosivos,60034673.40105183,32944451.401051827,27090222.0,-5854229.401051827,3557655.0,0.0494917989686047,False,baixo peso relativo na triagem inicial
3 - monitorar,0.01084063715988223,1072,Fabricação de açúcar refinado,627792916.6592934,844058.4918980544,626948858.1673954,626104799.6754973,8687009.0,0.0008569273179959,False,baixo peso relativo na triagem inicial
3 - monitorar,0.010578102350830083,3101,Fabricação de móveis com predominância de madeira,339048414.20389456,31374355.54630522,307674058.6575893,276299703.1112841,28318614.0,0.0063055752449746,False,baixo peso relativo na triagem inicial
3 - monitorar,0.010444740193564119,2591,Fabricação de embalagens metálicas,185406818.0,80489442.0,104917376.0,24427934.0,33133603.0,0.0131507739726896,False,baixo peso relativo na triagem inicial
3 - monitorar,0.010158047938168435,1749,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",47282183.53332414,29388639.50038496,17893544.03293918,-11495095.467445776,3505181.0,0.0444229843191447,False,baixo peso relativo na triagem inicial
3 - monitorar,0.010042013586795604,1065,Fabricação de amidos e féculas de vegetais e de óleos de milho,243087247.5716216,49044505.41931234,194042742.15230924,144998236.73299688,12656043.0,0.0222708503349537,False,baixo peso relativo na triagem inicial
3 - monitorar,0.009813262507826293,1322,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",7716157.673763199,7068557.855660588,647599.8181026109,-6420958.037557976,761598.0,0.0478684050084886,False,baixo peso relativo na triagem inicial
3 - monitorar,0.00968583935583013,2073,"Fabricação de impermeabilizantes, solventes e produtos afins",94005053.0,66713013.0,27292040.0,-39420973.0,10712186.0,0.0329268691766165,False,baixo peso relativo na triagem inicial
3 - monitorar,0.009406630343699538,1321,Tecelagem de fios de algodão,133499033.28449884,71065288.5277555,62433744.75674334,-8631543.771012157,15108261.0,0.0252847356311967,False,baixo peso relativo na triagem inicial
3 - monitorar,0.009000740347051164,2062,Fabricação de produtos de limpeza e polimento,62003687.490856975,45073256.214165404,16930431.276691567,-28142824.93747384,6798431.0,0.0349682747668926,False,baixo peso relativo na triagem inicial
3 - monitorar,0.008426062946995534,1092,Fabricação de biscoitos e bolachas,145451412.35912794,58439523.23704462,87011889.1220833,28572365.88503869,22548018.0,0.0140710669222148,False,baixo peso relativo na triagem inicial
3 - monitorar,0.008319106887530703,1532,Fabricação de tênis de qualquer material,48269464.53586042,25650832.39405453,22618632.141805887,-3032200.252248645,3952029.0,0.0348529487995555,False,baixo peso relativo na triagem inicial
3 - monitorar,0.008284514678312933,1062,Moagem de trigo e fabricação de derivados,68780046.8088983,55673694.28061998,13106352.528278325,-42567341.75234166,37621244.0,0.0079309738714711,False,baixo peso relativo na triagem inicial
3 - monitorar,0.00819838717755958,1220,Fabricação de produtos do fumo,130003955.70976987,23069151.344791297,106934804.36497858,83865653.02018729,4993261.0,0.0273921377746524,False,baixo peso relativo na triagem inicial
3 - monitorar,0.006882267890182807,1742,Fabricação de produtos de papel para usos doméstico e higiênico-sanitário,101176114.81556493,42099243.97027418,59076870.84529076,16977626.875016578,21353098.0,0.010676538186565,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0068274090889847774,1540,"Fabricação de partes para calçados, de qualquer material",66838558.0,25812355.0,41026203.0,15213848.0,5717736.0,0.0246962337899803,False,baixo peso relativo na triagem inicial
3 - monitorar,0.006423868052272378,1622,Fabricação de estruturas de madeira e de artigos de carpintaria para construção,153446699.01907283,14745458.133120405,138701240.8859524,123955782.752832,5498726.0,0.0164600232204161,False,baixo peso relativo na triagem inicial
3 - monitorar,0.006299485329486133,1095,"Fabricação de especiarias, molhos, temperos e condimentos",65175261.0,42885740.0,22289521.0,-20596219.0,19697104.0,0.0116740073920856,False,baixo peso relativo na triagem inicial
3 - monitorar,0.006247144441625914,1741,"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório",37813665.88039669,25741349.78017589,12072316.100220798,-13669033.679955097,5718450.0,0.0239630676780954,False,baixo peso relativo na triagem inicial
3 - monitorar,0.006210180146297475,1813,Impressão de materiais para outros usos,33905919.37234348,25905505.448413868,8000413.923929615,-17905091.524484254,5704423.0,0.024079241764966,False,baixo peso relativo na triagem inicial
3 - monitorar,0.005851619950281231,1081,Torrefação e moagem de café,61170033.01955734,37177324.72636264,23992708.293194707,-13184616.43316793,17509146.0,0.0114026177351606,False,baixo peso relativo na triagem inicial
3 - monitorar,0.005777925258286232,1051,Preparação do leite,1191720.0,0.0,1191720.0,1191720.0,38823901.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,0.005448486425713125,0910,Atividades de apoio à extração de petróleo e gás natural,0.0,0.0,0.0,0.0,36723445.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,0.005357330262948193,1094,Fabricação de massas alimentícias,51647399.983609706,32084478.29540534,19562921.688204363,-12521556.607200976,14090051.0,0.012219614784264,False,baixo peso relativo na triagem inicial
3 - monitorar,0.005321838387474224,1733,Fabricação de chapas e de embalagens de papelão ondulado,34444188.889911816,17053167.14620653,17391021.74370528,337854.59749874845,27750610.0,0.0033136924454702,False,baixo peso relativo na triagem inicial
