year,cnae_class,tsb_associated,tsb_grupo_exposicao,tsb_exposicao_scn67_max,formal_jobs,wage_mass,december_wage_mass
2024,8690,False,Sem exposicao TSB direta,0.0,109958,506664720.17,506664720.17
2024,4751,False,Sem exposicao TSB direta,0.0,108864,441223029.49,441223029.49
2024,8020,False,Sem exposicao TSB direta,0.0,106472,235688649.59,235688649.59
2024,4755,False,Sem exposicao TSB direta,0.0,106008,215832217.58,215832217.58
2024,4761,False,Sem exposicao TSB direta,0.0,105689,296569524.02,296569524.02
2024,8650,False,Sem exposicao TSB direta,0.0,104337,270917840.96,270917840.96
2024,6912,False,Sem exposicao TSB direta,0.0,104062,397775424.82,397775424.82
2024,8129,False,Sem exposicao TSB direta,0.0,103197,203496138.28,203496138.28
2024,2342,False,Sem exposicao TSB direta,0.0,103110,285053889.63,285053889.63
2024,5310,False,Sem exposicao TSB direta,0.0,101542,558406008.17,558406008.17
2024,8230,False,Sem exposicao TSB direta,0.0,101280,162914620.11,162914620.11
2024,6202,False,Sem exposicao TSB direta,0.0,100139,746478764.45,746478764.45
2024,2121,False,Sem exposicao TSB direta,0.0,99896,785195064.78,785195064.78
2024,8291,False,Sem exposicao TSB direta,0.0,98731,265087422.65,265087422.65
2024,4541,False,Sem exposicao TSB direta,0.0,98180,277028313.61,277028313.61
2024,4929,False,Sem exposicao TSB direta,0.0,97192,269301519.71,269301519.71
2024,1052,False,Sem exposicao TSB direta,0.0,97069,318945821.61,318945821.61
2024,4644,False,Sem exposicao TSB direta,0.0,96358,476531246.77,476531246.77
2024,4759,False,Sem exposicao TSB direta,0.0,94859,225731042.94,225731042.94
2024,4649,False,Sem exposicao TSB direta,0.0,94305,326965589.02,326965589.02
2024,4774,False,Sem exposicao TSB direta,0.0,94167,216758784.69,216758784.69
2024,7711,False,Sem exposicao TSB direta,0.0,93503,295622907.99,295622907.99
2024,4722,False,Sem exposicao TSB direta,0.0,93080,189049550.59,189049550.59
2024,9312,False,Sem exposicao TSB direta,0.0,92881,399840135.23,399840135.23
2024,8711,False,Sem exposicao TSB direta,0.0,92679,203581593.0,203581593.0
2024,4633,False,Sem exposicao TSB direta,0.0,91729,226225495.87,226225495.87
2024,2101,False,Sem exposicao TSB direta,0.0,90329,274804483.54,274804483.54
2024,4922,False,Sem exposicao TSB direta,0.0,88659,262414161.09,262414161.09
2024,4763,False,Sem exposicao TSB direta,0.0,87443,240783040.55,240783040.55
2024,4313,False,Sem exposicao TSB direta,0.0,87234,263639282.42,263639282.42
2024,9602,False,Sem exposicao TSB direta,0.0,86458,159633921.84,159633921.84
2024,6423,False,Sem exposicao TSB direta,0.0,85910,1278854590.53,1278854590.53
2024,4646,False,Sem exposicao TSB direta,0.0,85732,448969044.95,448969044.95
2024,1334,False,Sem exposicao TSB direta,0.0,85460,171958687.99,171958687.99
2024,4724,False,Sem exposicao TSB direta,0.0,85384,173784029.81,173784029.81
2024,1013,False,Sem exposicao TSB direta,0.0,84890,246225483.3,246225483.3
2024,8541,False,Sem exposicao TSB direta,0.0,84878,620977120.96,620977120.96
2024,1342,False,Sem exposicao TSB direta,0.0,84331,176439871.93,176439871.93
2024,6203,False,Sem exposicao TSB direta,0.0,84275,723465685.82,723465685.82
2024,4752,False,Sem exposicao TSB direta,0.0,83849,181075840.38,181075840.38
2024,2539,False,Sem exposicao TSB direta,0.0,83626,267602983.36,267602983.36
2024,7732,False,Sem exposicao TSB direta,0.0,83611,251481888.92,251481888.92
2024,2833,False,Sem exposicao TSB direta,0.0,81407,434116273.28,434116273.28
2024,5212,False,Sem exposicao TSB direta,0.0,81047,178902288.52,178902288.52
2024,9499,False,Sem exposicao TSB direta,0.0,80993,292398875.84,292398875.84
2024,7739,False,Sem exposicao TSB direta,0.0,80767,285894629.53,285894629.53
2024,3250,False,Sem exposicao TSB direta,0.0,79761,313422793.54,313422793.54
2024,1066,False,Sem exposicao TSB direta,0.0,79140,298843099.57,298843099.57
2024,2910,False,Sem exposicao TSB direta,0.0,76919,574704701.95,574704701.95
2024,6462,False,Sem exposicao TSB direta,0.0,76820,629008943.1800001,629008943.1800001
2024,5250,False,Sem exposicao TSB direta,0.0,76250,293204947.9,293204947.9
2024,8100,False,Sem exposicao TSB direta,0.0,75363,261377949.35,261377949.35
2024,3514,False,Sem exposicao TSB direta,0.0,75353,508678650.89,508678650.89
2024,4679,False,Sem exposicao TSB direta,0.0,74715,217714745.74,217714745.74
2024,6622,False,Sem exposicao TSB direta,0.0,73515,293667528.12,293667528.12
2024,6822,False,Sem exposicao TSB direta,0.0,73336,212836501.57,212836501.57
2024,8430,False,Sem exposicao TSB direta,0.0,72672,482913258.03,482913258.03
2024,8550,False,Sem exposicao TSB direta,0.0,71405,303268319.2,303268319.2
2024,6821,False,Sem exposicao TSB direta,0.0,70851,213252993.15,213252993.15
2024,4213,False,Sem exposicao TSB direta,0.0,70748,204785087.75,204785087.75
2024,4623,False,Sem exposicao TSB direta,0.0,70530,310116542.36,310116542.36
2024,4329,False,Sem exposicao TSB direta,0.0,69053,250086448.58,250086448.58
2024,6190,False,Sem exposicao TSB direta,0.0,68580,221267348.36,221267348.36
2024,4637,False,Sem exposicao TSB direta,0.0,67955,229734119.82,229734119.82
2024,5223,False,Sem exposicao TSB direta,0.0,67906,147967801.99,147967801.99
2024,4742,False,Sem exposicao TSB direta,0.0,67442,184725223.94,184725223.94
2024,7103,False,Sem exposicao TSB direta,0.0,67221,461791743.38,461791743.38
2024,1411,False,Sem exposicao TSB direta,0.0,66819,139440285.60999998,139440285.60999998
2024,1533,False,Sem exposicao TSB direta,0.0,66538,158347407.09,158347407.09
2024,4693,False,Sem exposicao TSB direta,0.0,64272,246492836.49,246492836.49
2024,4723,False,Sem exposicao TSB direta,0.0,63374,128829614.0,128829614.0
2024,2511,False,Sem exposicao TSB direta,0.0,63123,198708385.41,198708385.41
2024,8542,False,Sem exposicao TSB direta,0.0,61692,789133717.3,789133717.3
2024,6319,False,Sem exposicao TSB direta,0.0,61639,332639165.03999996,332639165.03999996
2024,2930,False,Sem exposicao TSB direta,0.0,60219,234963722.23,234963722.23
2024,1813,False,Sem exposicao TSB direta,0.0,59786,167519625.01,167519625.01
2024,4645,False,Sem exposicao TSB direta,0.0,59713,361100764.16,361100764.16
2024,9601,False,Sem exposicao TSB direta,0.0,59093,121994020.09,121994020.09
2024,1199,False,Sem exposicao TSB direta,0.0,59003,153210069.69,153210069.69
2024,6311,False,Sem exposicao TSB direta,0.0,58906,584947672.89,584947672.89
2024,7911,False,Sem exposicao TSB direta,0.0,58739,218853226.71,218853226.71
2024,1318,False,Sem exposicao TSB direta,0.0,56788,156179372.18,156179372.18
2024,6810,False,Sem exposicao TSB direta,0.0,56627,187895055.82999998,187895055.82999998
2024,2063,False,Sem exposicao TSB direta,0.0,56615,229762245.23,229762245.23
2024,9603,False,Sem exposicao TSB direta,0.0,56426,145539017.55,145539017.55
2024,4683,False,Sem exposicao TSB direta,0.0,56392,297504000.83,297504000.83
2024,2829,False,Sem exposicao TSB direta,0.0,56111,298549948.64,298549948.64
2024,7210,False,Sem exposicao TSB direta,0.0,55174,752971032.92,752971032.92
2024,1122,False,Sem exposicao TSB direta,0.0,55041,207449754.0,207449754.0
2024,2391,False,Sem exposicao TSB direta,0.0,54741,154676170.53,154676170.53
2024,5231,False,Sem exposicao TSB direta,0.0,54148,335607763.29,335607763.29
2024,5240,False,Sem exposicao TSB direta,0.0,53887,220462768.76,220462768.76
2024,4222,False,Sem exposicao TSB direta,0.0,53746,158007912.67,158007912.67
2024,8593,False,Sem exposicao TSB direta,0.0,53403,112299213.74,112299213.74
2024,5320,False,Sem exposicao TSB direta,0.0,53237,107468336.69,107468336.69
2024,4687,False,Sem exposicao TSB direta,0.0,52883,133303957.47,133303957.47
2024,6619,False,Sem exposicao TSB direta,0.0,52784,367302362.70000005,367302362.70000005
2024,2710,False,Sem exposicao TSB direta,0.0,52048,263381838.82,263381838.82
2024,4661,False,Sem exposicao TSB direta,0.0,51365,275325230.22,275325230.22
2024,4634,False,Sem exposicao TSB direta,0.0,50776,164220926.77,164220926.77
2024,9412,False,Sem exposicao TSB direta,0.0,50755,294052478.36,294052478.36
2024,4784,False,Sem exposicao TSB direta,0.0,50224,102220569.19,102220569.19
2024,2219,False,Sem exposicao TSB direta,0.0,49852,189444316.23,189444316.23
2024,4663,False,Sem exposicao TSB direta,0.0,49204,284570095.31,284570095.31
2024,1351,False,Sem exposicao TSB direta,0.0,48319,117374806.89999999,117374806.89999999
2024,4741,False,Sem exposicao TSB direta,0.0,47607,126163191.74,126163191.74
2024,7120,False,Sem exposicao TSB direta,0.0,47366,209977747.52,209977747.52
2024,8012,False,Sem exposicao TSB direta,0.0,47254,171302212.09,171302212.09
2024,2869,False,Sem exposicao TSB direta,0.0,46955,251817900.96,251817900.96
2024,5111,False,Sem exposicao TSB direta,0.0,46831,456395962.06,456395962.06
2024,2013,False,Sem exposicao TSB direta,0.0,46561,265131302.21,265131302.21
2024,4689,False,Sem exposicao TSB direta,0.0,46246,208747272.35999998,208747272.35999998
2024,1539,False,Sem exposicao TSB direta,0.0,46147,101229946.17999999,101229946.17999999
