ncm,tsb_associated,tsb_grupo_exposicao,tsb_exposicao_scn67_max,cnae_class_list,prodlist_code_list,tsb_cnae5_list,tsb_scn67_list
02011000,False,Sem exposicao TSB direta,0.0,1011,1011.2030,,
02012010,False,Sem exposicao TSB direta,0.0,1011,1011.2030,,
02012020,False,Sem exposicao TSB direta,0.0,1011,1011.2030,,
02012090,False,Sem exposicao TSB direta,0.0,1011,1011.2030,,
02013000,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2030;1013.2040,,
02021000,False,Sem exposicao TSB direta,0.0,1011,1011.2020,,
02022010,False,Sem exposicao TSB direta,0.0,1011,1011.2020,,
02022020,False,Sem exposicao TSB direta,0.0,1011,1011.2020,,
02022090,False,Sem exposicao TSB direta,0.0,1011,1011.2020,,
02023000,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2020;1013.2040,,
02031100,False,Sem exposicao TSB direta,0.0,1012,1012.2020,,
02031200,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2020;1013.2040,,
02031900,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2020;1013.2040,,
02032100,False,Sem exposicao TSB direta,0.0,1012,1012.2010,,
02032200,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2010;1013.2040,,
02032900,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2010;1013.2040,,
02041000,False,Sem exposicao TSB direta,0.0,1011,1011.2040,,
02042100,False,Sem exposicao TSB direta,0.0,1011,1011.2040,,
02042200,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2040;1013.2040,,
02042300,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2040;1013.2040,,
02043000,False,Sem exposicao TSB direta,0.0,1011,1011.2040,,
02044100,False,Sem exposicao TSB direta,0.0,1011,1011.2040,,
02044200,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2040;1013.2040,,
02044300,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2040;1013.2040,,
02045000,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2040;1013.2040,,
02050000,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2010;1013.2040,,
02061000,False,Sem exposicao TSB direta,0.0,1011,1011.2080,,
02062100,False,Sem exposicao TSB direta,0.0,1011,1011.2080,,
02062200,False,Sem exposicao TSB direta,0.0,1011,1011.2080,,
02062910,False,Sem exposicao TSB direta,0.0,1011,1011.2080,,
02062990,False,Sem exposicao TSB direta,0.0,1011,1011.2080,,
02063000,False,Sem exposicao TSB direta,0.0,1012,1012.2080,,
02064100,False,Sem exposicao TSB direta,0.0,1012,1012.2080,,
02064900,False,Sem exposicao TSB direta,0.0,1012,1012.2080,,
02068000,False,Sem exposicao TSB direta,0.0,1011,1011.2095,,
02069000,False,Sem exposicao TSB direta,0.0,1011,1011.2095,,
02071100,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2040;1013.2040,,
02071210,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071220,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071300,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2040;1013.2040,,
02071411,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071412,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071413,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071419,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071421,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071422,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071423,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071424,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071429,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071431,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071432,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071433,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071434,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02071439,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02072400,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2040;1013.2040,,
02072500,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02072600,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2040;1013.2040,,
02072700,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02074100,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2040;1013.2040,,
02074200,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02074400,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2040;1013.2040,,
02074500,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1013.2040,,
02076000,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2030;1012.2040;1013.2040,,
02081000,False,Sem exposicao TSB direta,0.0,1011;1012;1013,1011.2095;1012.2050;1013.2040,,
02084000,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2095;1013.2040,,
02089000,False,Sem exposicao TSB direta,0.0,1011;1012;1013,1011.2095;1012.2050;1013.2040,,
02091011,False,Sem exposicao TSB direta,0.0,1012,1012.2120,,
02091019,False,Sem exposicao TSB direta,0.0,1012,1012.2120,,
02091021,False,Sem exposicao TSB direta,0.0,1012,1012.2120,,
02091029,False,Sem exposicao TSB direta,0.0,1012,1012.2120,,
02099000,False,Sem exposicao TSB direta,0.0,1012,1012.2120,,
02101100,False,Sem exposicao TSB direta,0.0,1013,1013.2030,,
02101200,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2100;1012.2110;1013.2030,,
02101900,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2100;1012.2110;1013.2030,,
02102000,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2120;1013.2020,,
02109911,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2100;1013.2010,,
03029190,False,Sem exposicao TSB direta,0.0,1020,1020.2035,,
03031100,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03031200,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03031300,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03031400,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03031900,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03032300,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03032410,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03032490,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03032900,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03033100,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03033300,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03033900,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03034100,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03034200,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03034300,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03034400,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03034500,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03034600,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03034900,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03035300,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03035400,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03035500,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03035700,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03035920,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03035990,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03036300,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03036500,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03036600,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03036700,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03036990,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038111,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038112,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038114,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038119,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038190,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038400,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038910,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038920,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038932,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038942,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038943,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038945,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038951,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038952,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038953,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038954,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038955,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038961,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038962,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038963,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038964,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03038990,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03039110,False,Sem exposicao TSB direta,0.0,1020,1020.2035,,
03039190,False,Sem exposicao TSB direta,0.0,1020,1020.2035,,
03039990,False,Sem exposicao TSB direta,0.0,1020,1020.2065,,
03043100,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03043210,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03043290,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03043900,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03044100,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03044500,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03044600,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03044920,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03044990,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03045100,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03045200,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03045500,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03045900,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03046100,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03046210,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03046290,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03046900,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03047100,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03047300,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03047400,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03047500,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03047900,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048100,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048200,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048300,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048600,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048700,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048810,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048890,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048910,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048930,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03048990,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03049100,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03049229,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03049400,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03049500,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03049900,False,Sem exposicao TSB direta,0.0,1020,1020.2045,,
03052010,False,Sem exposicao TSB direta,0.0,1020,1020.2035,,
03052090,False,Sem exposicao TSB direta,0.0,1020,1020.2035,,
03053210,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03053220,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03053290,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03053900,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03054100,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03054200,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03054910,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03054920,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03054990,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03055100,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03055310,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03055390,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03055400,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03055900,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03056200,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03056300,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03056910,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03056990,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03057200,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03057900,False,Sem exposicao TSB direta,0.0,1020,1020.2070,,
03061110,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03061190,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03061200,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03061400,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03061500,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03061610,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03061690,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03061710,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03061790,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03061990,False,Sem exposicao TSB direta,0.0,1020,1020.2005;1020.2012,,
03063990,False,Sem exposicao TSB direta,0.0,1020,1020.2012,,
03069100,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03069500,False,Sem exposicao TSB direta,0.0,1020,1020.2005,,
03071200,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03072100,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03072200,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03072900,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03073100,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03073200,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03073900,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03074310,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03074900,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03075100,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03075200,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03075900,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03077100,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03077200,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03077900,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03079100,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03079900,False,Sem exposicao TSB direta,0.0,1020,1020.2012;1020.2050,,
03082200,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03089000,False,Sem exposicao TSB direta,0.0,1020,1020.2050,,
03091000,False,Sem exposicao TSB direta,0.0,1020,1020.2012,,
03099000,False,Sem exposicao TSB direta,0.0,1020,1020.2012,,
04011010,False,Sem exposicao TSB direta,0.0,1051,1051.2010,,
04011090,False,Sem exposicao TSB direta,0.0,1051,1051.2020;1051.2030,,
04012010,False,Sem exposicao TSB direta,0.0,1051,1051.2010,,
04012090,False,Sem exposicao TSB direta,0.0,1051,1051.2020;1051.2030,,
04014010,False,Sem exposicao TSB direta,0.0,1051,1051.2010;1051.2020;1051.2030,,
04014021,False,Sem exposicao TSB direta,0.0,1052,1052.2075,,
04014029,False,Sem exposicao TSB direta,0.0,1052,1052.2075,,
04015010,False,Sem exposicao TSB direta,0.0,1051,1051.2010;1051.2020;1051.2030,,
04015021,False,Sem exposicao TSB direta,0.0,1052,1052.2075,,
04015029,False,Sem exposicao TSB direta,0.0,1052,1052.2075,,
04021010,False,Sem exposicao TSB direta,0.0,1052,1052.2160,,
04021090,False,Sem exposicao TSB direta,0.0,1052,1052.2070;1052.2160,,
04022110,False,Sem exposicao TSB direta,0.0,1052,1052.2160,,
04022120,False,Sem exposicao TSB direta,0.0,1052,1052.2160,,
04022130,False,Sem exposicao TSB direta,0.0,1052,1052.2070;1052.2200,,
04022910,False,Sem exposicao TSB direta,0.0,1052,1052.2160,,
04022930,False,Sem exposicao TSB direta,0.0,1052,1052.2070;1052.2200,,
04029100,False,Sem exposicao TSB direta,0.0,1052,1052.2140,,
04029900,False,Sem exposicao TSB direta,0.0,1052,1052.2040;1052.2150,,
04032000,False,Sem exposicao TSB direta,0.0,1052,1052.2110,,
04039000,False,Sem exposicao TSB direta,0.0,1052,1052.2010;1052.2030;1052.2130;1052.2180,,
04041000,False,Sem exposicao TSB direta,0.0,1052,1052.2330,,
04049000,False,Sem exposicao TSB direta,0.0,1052,1052.2100;1052.2220,,
04051000,False,Sem exposicao TSB direta,0.0,1052,1052.2190,,
04052000,False,Sem exposicao TSB direta,0.0,1052,1052.2210,,
04059010,False,Sem exposicao TSB direta,0.0,1052,1052.2210,,
04059090,False,Sem exposicao TSB direta,0.0,1052,1052.2210,,
04061010,False,Sem exposicao TSB direta,0.0,1052,1052.2280,,
04061090,False,Sem exposicao TSB direta,0.0,1052,1052.2230;1052.2280;1052.2320,,
04062000,False,Sem exposicao TSB direta,0.0,1052,1052.2300,,
04063000,False,Sem exposicao TSB direta,0.0,1052,1052.2290,,
04064000,False,Sem exposicao TSB direta,0.0,1052,1052.2270,,
04069010,False,Sem exposicao TSB direta,0.0,1052,1052.2250,,
04069020,False,Sem exposicao TSB direta,0.0,1052,1052.2250,,
04069030,False,Sem exposicao TSB direta,0.0,1052,1052.2240,,
04069090,False,Sem exposicao TSB direta,0.0,1052,1052.2260;1052.2310,,
04081100,False,Sem exposicao TSB direta,0.0,1099,1099.2170,,
04081900,False,Sem exposicao TSB direta,0.0,1099,1099.2170,,
04089100,False,Sem exposicao TSB direta,0.0,1099,1099.2170,,
04089900,False,Sem exposicao TSB direta,0.0,1099,1099.2170,,
04101000,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2050;1013.2040,,
05021011,False,Sem exposicao TSB direta,0.0,1012,1012.2070,,
05029010,False,Sem exposicao TSB direta,0.0,1011,1011.2045,,
05040011,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2130;1013.2070,,
05040012,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2130;1013.2070,,
05040013,False,Sem exposicao TSB direta,0.0,1012;1013,1012.2130;1013.2070,,
05040019,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2130;1013.2070,,
05040090,False,Sem exposicao TSB direta,0.0,1011;1013,1011.2130;1013.2070,,
05051000,False,Sem exposicao TSB direta,0.0,1012,1012.2060,,
05059000,False,Sem exposicao TSB direta,0.0,1012,1012.2060,,
05061000,False,Sem exposicao TSB direta,0.0,1011;1012,1011.2045;1012.2070,,
05069000,False,Sem exposicao TSB direta,0.0,1011;1012;3299,1011.2045;1012.2070;3299.2250,,
05079000,False,Sem exposicao TSB direta,0.0,1011,1011.2045,,
05100010,False,Sem exposicao TSB direta,0.0,1011,1011.2045,,
05100090,False,Sem exposicao TSB direta,0.0,1011;1012,1011.2045;1012.2070,,
05119110,False,Sem exposicao TSB direta,0.0,1020,1020.2110,,
05119190,False,Sem exposicao TSB direta,0.0,1020,1020.2110,,
05119999,False,Sem exposicao TSB direta,0.0,1011;1012,1011.2045;1012.2070,,
07101000,False,Sem exposicao TSB direta,0.0,1032,1032.2080,,
07102100,False,Sem exposicao TSB direta,0.0,1032,1032.2080,,
07102200,False,Sem exposicao TSB direta,0.0,1032,1032.2080,,
07102900,False,Sem exposicao TSB direta,0.0,1032,1032.2080,,
07103000,False,Sem exposicao TSB direta,0.0,1032,1032.2080,,
07104000,False,Sem exposicao TSB direta,0.0,1032,1032.2080,,
07108000,False,Sem exposicao TSB direta,0.0,1032,1032.2080,,
07109000,False,Sem exposicao TSB direta,0.0,1032,1032.2080,,
07112010,False,Sem exposicao TSB direta,0.0,1032,1032.2070,,
07112090,False,Sem exposicao TSB direta,0.0,1032,1032.2070,,
07114000,False,Sem exposicao TSB direta,0.0,1032,1032.2070,,
07115100,False,Sem exposicao TSB direta,0.0,1032,1032.2070,,
07115900,False,Sem exposicao TSB direta,0.0,1032,1032.2070,,
07119000,False,Sem exposicao TSB direta,0.0,1032,1032.2070,,
07122000,False,Sem exposicao TSB direta,0.0,1032,1032.2110,,
07123100,False,Sem exposicao TSB direta,0.0,1032,1032.2110,,
07123200,False,Sem exposicao TSB direta,0.0,1032,1032.2110,,
07123300,False,Sem exposicao TSB direta,0.0,1032,1032.2110,,
07123400,False,Sem exposicao TSB direta,0.0,1032,1032.2110,,
07123900,False,Sem exposicao TSB direta,0.0,1032,1032.2110,,
07129020,False,Sem exposicao TSB direta,0.0,1032,1032.2110,,
07129090,False,Sem exposicao TSB direta,0.0,1032,1032.2110,,
08011100,False,Sem exposicao TSB direta,0.0,1031,1031.2060;1031.2235,,
08012200,False,Sem exposicao TSB direta,0.0,1031,1031.2050,,
08013200,False,Sem exposicao TSB direta,0.0,1031,1031.2040,,
08021200,False,Sem exposicao TSB direta,0.0,1031,1031.2235,,
08022200,False,Sem exposicao TSB direta,0.0,1031,1031.2235,,
08023200,False,Sem exposicao TSB direta,0.0,1031,1031.2235,,
08024200,False,Sem exposicao TSB direta,0.0,1031,1031.2235,,
08025200,False,Sem exposicao TSB direta,0.0,1031,1031.2235,,
08026200,False,Sem exposicao TSB direta,0.0,1031,1031.2235,,
08029100,False,Sem exposicao TSB direta,0.0,1031,1031.2235,,
08029200,False,Sem exposicao TSB direta,0.0,1031,1031.2235,,
08029900,False,Sem exposicao TSB direta,0.0,1031,1031.2235,,
08031000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08039000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08041020,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08042020,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08043000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08044000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08045010,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08045020,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08045030,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08051000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08052100,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08052200,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08052900,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08054000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08055000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08059000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08062000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08111000,False,Sem exposicao TSB direta,0.0,1031,1031.2190,,
08112000,False,Sem exposicao TSB direta,0.0,1031,1031.2190,,
08119000,False,Sem exposicao TSB direta,0.0,1031,1031.2190,,
08121000,False,Sem exposicao TSB direta,0.0,1031,1031.2170,,
08129000,False,Sem exposicao TSB direta,0.0,1031,1031.2170,,
08131000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08132010,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08132020,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08133000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08134010,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08134090,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08135000,False,Sem exposicao TSB direta,0.0,1031,1031.2245,,
08140000,False,Sem exposicao TSB direta,0.0,1031,1031.2030,,
09011200,False,Sem exposicao TSB direta,0.0,1081,1081.2010,,
09012100,False,Sem exposicao TSB direta,0.0,1081;1082,1081.2020;1081.2040;1081.2050;1082.2030,,
09012200,False,Sem exposicao TSB direta,0.0,1081;1082,1081.2020;1081.2040;1081.2050;1082.2030,,
09019000,False,Sem exposicao TSB direta,0.0,1082,1082.2030,,
09021000,False,Sem exposicao TSB direta,0.0,1099,1099.2055,,
09023000,False,Sem exposicao TSB direta,0.0,1099,1099.2055,,
09030090,False,Sem exposicao TSB direta,0.0,1099,1099.2040,,
09041200,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09042200,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09052000,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09062000,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09072000,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09081200,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09083200,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09092200,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09093200,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09096210,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09096220,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09096290,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
09101200,False,Sem exposicao TSB direta,0.0,1095,1095.2030,,
10062010,False,Sem exposicao TSB direta,0.0,1061,1061.2020,,
10062020,False,Sem exposicao TSB direta,0.0,1061,1061.2020,,
10063011,False,Sem exposicao TSB direta,0.0,1061,1061.2040,,
10063019,False,Sem exposicao TSB direta,0.0,1061,1061.2040,,
10063021,False,Sem exposicao TSB direta,0.0,1061,1061.2040,,
10063029,False,Sem exposicao TSB direta,0.0,1061,1061.2040,,
10064000,False,Sem exposicao TSB direta,0.0,1061,1061.2030,,
11010010,False,Sem exposicao TSB direta,0.0,1062,1062.2030,,
11010020,False,Sem exposicao TSB direta,0.0,1062,1062.2040,,
11022000,False,Sem exposicao TSB direta,0.0,1064,1064.2030,,
11029000,False,Sem exposicao TSB direta,0.0,1061;1069,1061.2060;1069.2030,,
11031100,False,Sem exposicao TSB direta,0.0,1062,1062.2050,,
11031300,False,Sem exposicao TSB direta,0.0,1064,1064.2050,,
11031900,False,Sem exposicao TSB direta,0.0,1061;1069,1061.2070;1069.2060,,
11032000,False,Sem exposicao TSB direta,0.0,1062;1069,1062.2050;1069.2060,,
11041200,False,Sem exposicao TSB direta,0.0,1069,1069.2050,,
11041900,False,Sem exposicao TSB direta,0.0,1064;1069,1064.2010;1069.2050,,
11042200,False,Sem exposicao TSB direta,0.0,1069,1069.2050,,
11042300,False,Sem exposicao TSB direta,0.0,1064,1064.2040,,
11042900,False,Sem exposicao TSB direta,0.0,1069,1069.2050,,
